#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-12-27T06:51:00 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5c245d33af68	
#INFO	-out.form=mini	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-sort=_r
#-nav=cat:I/324&cat:I/337&cat:I/345&tab:{I/345/gaia2}&cat:I/347&cat:VI/137&cat:VI/145&cat:J/A+A/523/A48&cat:V/149&cat:IX/52&key:source=GAIA+DR2&HTTPPRM:&&-ref=VIZ5c245d33af68&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=dec&-c.r=  2&-c.geom=r&-out.orig=standard&-order=I&-out=RA_ICRS&-out=e_RA_ICRS&-out=DE_ICRS&-out=e_DE_ICRS&-out=Source&-out=Plx&-out=e_Plx&-out=pmRA&-out=e_pmRA&-out=pmDE&-out=e_pmDE&-out=Dup&-out=FG&-out=e_FG&-out=Gmag&-out=e_Gmag&-out=FBP&-out=e_FBP&-out=BPmag&-out=e_BPmag&-out=FRP&-out=e_FRP&-out=RPmag&-out=e_RPmag&-out=BP-RP&-out=RV&-out=e_RV&-out=Teff&-out=AG&-out=E(BP-RP)&-out=Rad&-out=Lum&-out=ID&-out=eRV&-out=s_RV&-out=Tbase&-out=JDm&-out=N&-out=VC&-ignore=VC=*&VC=VC&-out=Flag&-out=RVS&-out=e_RVS&-out=o_RVS&-out=2MASS&-out=Jmag&-out=e_Jmag&-out=Hmag&-out=e_Hmag&-out=Kmag&-out=e_Kmag&-out=Qflag&-out=Bmag&-out=Vmag&-out=SpType&-out=otype&-out=Simbad&Simbad=Simbad&-out=_RA.icrs&-out=_DE.icrs&-out=Instr&-out=JD&-out=Mask&-out=Idspec&-out=Allwise&-out=IERS&-out=LC&LC=LC&-out=TBest&-out=Pf&-out=P1O&-out=P2O&-out=P3O&-out=EpG&-out=EpBP&-out=EpRP&-out=AmpG&-out=AmpBP&-out=AmpRP&-out=[Fe/H]&-out=R21G&-out=R31G&-out=phi21G&-out=phi31G&-out=MBOL&-out=e_MBOL&-out=Flag&-out=BolCorr&-out=e_BolCorr&-out=Freq&-out=e_Freq&-out=Classifier&-out=BClass&-out=BClassScore&-out=Amp&-out=Nfov&-out=abbe&-out=Nvario&-out=Tvario&-out=Vvario&-out=NGmag&-out=TimeGmag&-out=DurGmag&-out=NBPmag&-out=TimeBPmag&-out=DurBPmag&-out=NRPmag&-out=TimeRPmag&-out=DurRPmag&-out=Ntrans&-out=TransitID&-out=TimeG&-out=TimeBP&-out=TimeRP&-out=VarGr&-out=VarBPr&-out=VarRPr&-out=ProtB&-out=AImax&-out=Gunsp&-out=BPunsp&-out=RPunsp&-out=Nseg&-out=Nout&-out=SProt&-out=FAPsPRot&-out=Scos&-out=Ssin&-out=Sa0&-out=SAI&-out=SGunsp&-out=SBPunsp&-out=SRPunsp&-out=STimeS&-out=STimeE&-out=ScolI&-out=ScolM&-out=Scor&-out=Ssigni&-out=TimeOutliers&-out=Nobs&-out=MPC&-out=Name&-out=astorb&astorb=astorb&-out=Slopeg&-out=Code&-out=Obs.arc&-out=Obs.num&-out=Obs.epoch&-out=Orb.m&-out=Omega&-out=Node&-out=Incl&-out=Eccen&-out=a&-out=Orb.Date&-out=CEU&-out=CEU.rate&-out=CEU.epoch&-out=Transit&-out=Obs.ID&-out=Epoch&-out=Res.RA&-out=Res.DE&-out=Res.AL&-out=Res.AC&-out=Select&-file=-c&-out.max=unlimited&-out.form=Tab-Separated-Values&-c.eq=J2000&-c.u=arcmin&
#-c.r=  2
#-c.geom=r
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=Plx
#-out=Gmag
#-out=BPmag
#-out=RPmag
#-out=BP-RP
#-out.max=unlimited
#-c.eq=J2000
#-c.u=arcsec
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag) (23)	[ucd=phot.mag;stat.mean;em.opt]
#Column	BPmag	(F7.4)	? Integrated BP mean magnitude (Vega) (phot_bp_mean_mag) (26)	[ucd=phot.mag;stat.mean;em.opt.B]
#Column	RPmag	(F7.4)	? Integrated RP mean magnitude (Vega) (phot_rp_mean_mag) (29)	[ucd=phot.mag;stat.mean;em.opt.R]
#Column	BP-RP	(F7.4)	? BP-RP colour (photBpMeanMag-photRMeanMag) (bp_rp)	[ucd=phot.color;em.opt.B;em.opt.R]
Plx|Gmag|BPmag|RPmag|BP-RP
    1.0829|14.8118|15.1955|14.2707| 0.9248

    1.2233|17.0205|17.7844|16.1681| 1.6164

    1.4079|18.1670|19.3471|17.0308| 2.3163

    1.1403|15.7419|16.2603|15.0807| 1.1795

    1.2592|18.4381|19.6901|17.3276| 2.3625

    1.0731|18.1966|19.2167|17.1990| 2.0178

    1.3605|16.6868|17.3864|15.8905| 1.4959

    1.4063|18.8265|19.9391|17.7436| 2.1955

    1.6183|18.2769|19.4653|17.1847| 2.2806

    0.9388|19.0042|20.1777|17.8819| 2.2958

    1.8890|19.5389|20.6938|18.3748| 2.3190

    1.3306|18.3883|19.5986|17.2574| 2.3411

    1.1399|12.3995|12.7323|11.9147| 0.8176

    0.9790|17.1824|17.9902|16.3086| 1.6816

    1.2513|16.6910|17.4237|15.8752| 1.5485

    1.1828|16.2482|16.8492|15.5212| 1.3279

    0.9207|19.3278|20.5068|18.1124| 2.3944

    1.3461|18.1940|19.4194|17.1061| 2.3133

    1.2541|14.8488|15.2448|14.2993| 0.9455

    1.0045|17.6149|18.5302|16.6727| 1.8575

    1.0398|12.6143|12.9029|12.1725| 0.7304

   -0.0559|19.3057|20.5807|18.1261| 2.4545

    0.9931|19.2613|20.3840|18.0780| 2.3060

    1.1213|15.5715|16.0443|14.9478| 1.0964

    1.2422|18.3191|19.4332|17.2305| 2.2027

    1.0606|16.0053|16.5786|15.3120| 1.2666

    1.3550|19.2553|20.3239|18.1009| 2.2230

    1.3143|18.4870|19.5518|17.4327| 2.1191

    1.2622|16.7656|17.4808|15.9512| 1.5297

    1.3612|18.6730|19.7950|17.6068| 2.1883

    1.5978|19.1097|20.2857|17.9622| 2.3235

    1.4257|19.2855|20.4517|18.1590| 2.2927

    1.3054|18.7115|19.8650|17.6222| 2.2428

    1.0733|19.7628|20.8286|18.6267| 2.2019

    0.6415|19.1645|20.2970|18.0650| 2.2320

    0.5022|19.0997|20.1524|18.0883| 2.0641

    1.5627|19.8149|21.2234|18.6277| 2.5956

    1.7208|19.4826|20.5548|18.3279| 2.2269

    1.1093|15.5597|16.0299|14.9385| 1.0914

    0.9021|18.0334|19.0426|17.0113| 2.0313

    1.0789|15.6255|16.1180|14.9914| 1.1266

    1.1486|18.1161|19.0878|17.1259| 1.9619

    1.1546|13.4101|13.7111|12.9522| 0.7589

    1.1302|17.0088|17.8338|16.1038| 1.7300

    1.2256|19.5690|20.9194|18.4095| 2.5099

    1.7064|19.2976|20.5022|18.1626| 2.3396

    1.3290|18.9779|20.1263|17.8443| 2.2820

    1.4050|18.4818|19.7071|17.3663| 2.3408

    1.1487|19.3141|20.6093|18.0588| 2.5505

    1.1437|19.3444|20.4956|18.1980| 2.2976

    1.7309|19.7244|20.2830|18.7371| 1.5459

    1.2601|17.8379|18.7057|16.8518| 1.8538

    0.7365|18.8349|20.1028|17.6917| 2.4111

    1.2370|18.3912|19.5785|17.2650| 2.3135

    1.9828|19.6754|20.8542|18.5016| 2.3526

    1.1431|15.3992|15.8659|14.7862| 1.0798

    1.1395|13.5715|13.8720|13.1157| 0.7563

    1.0922|15.7196|16.2218|15.0778| 1.1440

    1.1487|16.0195|16.5823|15.3358| 1.2466

    1.1496|14.3449|14.6823|13.8496| 0.8327

    1.1306|15.2243|15.6458|14.6523| 0.9935

    1.0950|14.1247|14.4556|13.6385| 0.8170

    1.3517|19.1264|20.2386|17.9566| 2.2821

    1.1257|16.0885|16.6491|15.3930| 1.2561

    1.0975|13.2437|13.5280|12.8014| 0.7266

    1.1305|14.6069|15.0304|14.0231| 1.0073

    0.9966|18.6551|19.7511|17.5764| 2.1747

    0.7467|18.7473|19.7203|17.6740| 2.0463

    1.1394|14.9800|15.3934|14.4116| 0.9819

    1.0358|16.3295|16.9743|15.5658| 1.4085

    1.0327|17.9446|19.0057|16.9441| 2.0616

    0.8816|17.9101|18.8602|16.9428| 1.9174

    0.9175|18.6585|20.0277|17.4788| 2.5489

    1.1538|12.5646|12.9460|12.0332| 0.9128

    1.6763|19.5723|20.5130|18.4413| 2.0716

    0.9659|18.9170|20.0395|17.7839| 2.2557

    0.9449|18.4699|19.5523|17.4135| 2.1388

    1.6009|18.7194|19.8374|17.5907| 2.2468

    1.2054|18.8043|19.9945|17.6985| 2.2960

    1.0810|13.3654|13.6625|12.9160| 0.7465

    1.0373|17.4707|18.3542|16.5348| 1.8194

    0.5674|18.9816|20.1034|17.8613| 2.2421

    1.2341|16.5218|17.3423|15.6353| 1.7070

    1.1407|12.6413|12.9175|12.2107| 0.7068

    0.9653|18.2583|19.3554|17.1350| 2.2204

    1.2285|15.9807|16.5233|15.3019| 1.2213

    1.2153|15.4786|16.0688|14.7544| 1.3145

    1.0824|13.6537|13.9543|13.1995| 0.7548

    0.6689|19.6781|20.7914|18.4330| 2.3584

    0.9963|16.1589|16.7304|15.4575| 1.2729

    1.3197|17.5884|18.5021|16.6530| 1.8490

    1.1246|16.5530|17.2119|15.7821| 1.4298

    1.1151|14.4576|14.8096|13.9501| 0.8595

    0.9329|19.4805|20.6921|18.2707| 2.4214

    0.9265|18.6260|19.6998|17.5587| 2.1411

    0.0769|16.0407|16.5531|15.3462| 1.2069

    1.1112|14.9398|15.3303|14.3939| 0.9364

    1.1075|15.2851|15.7293|14.6910| 1.0383

    1.0029|19.5781|20.6026|18.3609| 2.2416

    1.4124|18.6669|19.7490|17.5838| 2.1652

    1.1211|14.0629|14.3945|13.5748| 0.8197

    1.5503|18.3083|19.4830|17.2426| 2.2404

    1.3181|16.5098|17.1620|15.7382| 1.4238

    1.1945|13.5908|13.8822|13.1435| 0.7387

    0.8247|18.8580|19.6873|17.9954| 1.6920

    1.1782|12.6779|12.9589|12.2440| 0.7149

    0.8806|18.6797|19.9247|17.5556| 2.3691

    0.9395|18.5017|19.7600|17.3706| 2.3894

    0.7367|19.6414|20.6972|18.4355| 2.2618

    0.7946|18.3191|19.0582|17.4772| 1.5809

    1.1337|16.5272|17.1757|15.7574| 1.4183

    1.0132|17.1773|17.9799|16.2940| 1.6859

    1.1713|19.5743|20.6999|18.3378| 2.3621

    0.5940|19.3506|20.5097|18.1345| 2.3752

    1.0691|16.1075|16.6874|15.3913| 1.2961

    1.4680|19.1657|20.5092|17.9908| 2.5183

    1.0215|18.4048|19.4829|17.3503| 2.1326

    1.0556|18.3529|19.3833|17.3211| 2.0622

    0.8350|18.6527|19.8259|17.5693| 2.2566

    1.4055|18.9844|19.9411|17.9882| 1.9529

    1.1748|18.0543|19.0295|17.0403| 1.9891

    1.1935|18.8984|19.9693|17.8043| 2.1650

    1.2964|18.6944|19.8303|17.4607| 2.3696

    1.7868|19.9376|       |       |
    1.2317|17.4133|18.3235|16.4398| 1.8838

    0.4479|19.9010|20.8774|18.7006| 2.1768

    1.1754|19.6504|20.7720|18.4283| 2.3438

    1.4415|19.1149|20.3433|17.9530| 2.3903

    1.0807|15.4449|15.9227|14.8192| 1.1035

    1.0896|12.2502|12.7564|11.6103| 1.1461

    1.2029| 7.9436| 9.0816| 6.9120| 2.1696

    1.0844|16.5827|17.3956|15.6785| 1.7171

    0.1762|19.6541|20.7248|18.4117| 2.3132

    1.2454|16.3877|17.0862|15.5658| 1.5204

    1.1111|13.1479|13.4447|12.6919| 0.7528

    1.5543|19.9908|21.3177|18.6851| 2.6326

    1.1772|14.8417|15.2420|14.2831| 0.9588

    1.2077| 9.6912|10.3660| 8.9351| 1.4308

    1.0238|16.4545|17.0894|15.6803| 1.4092

    1.2277|18.5377|19.5317|17.4711| 2.0606

    1.1366|19.5568|20.6017|18.3719| 2.2298

    1.0979|14.8678|15.2685|14.3038| 0.9647

    1.4515|19.0546|20.2352|17.8990| 2.3362

    1.0285|18.2103|19.3584|17.1214| 2.2370

    1.1556|13.1535|13.4422|12.7011| 0.7411

    1.0710|12.7326|13.0117|12.2972| 0.7144

    1.1280|15.5361|16.0194|14.9023| 1.1171

    1.2279|17.5293|18.5505|16.5158| 2.0347

    1.3786|19.6689|20.8458|18.5181| 2.3278

    1.3986|19.7278|20.6543|18.4979| 2.1565

    1.0607|17.2560|18.0723|16.3657| 1.7066

    1.1406|16.6728|17.3856|15.8588| 1.5268

    0.7933|19.1013|20.2779|17.8196| 2.4583

    1.1276|11.6962|12.2211|11.0451| 1.1760

    0.2979|19.8031|20.8631|18.5847| 2.2784

    1.0635|17.4299|18.2869|16.5046| 1.7824

    1.0806|17.0882|17.8793|16.2139| 1.6654

    1.1081|18.7685|19.7335|17.5978| 2.1358

    1.3501|19.8273|20.9988|18.5557| 2.4431

    1.2306|19.9202|20.9430|18.7920| 2.1511

    1.2340|18.0594|19.0172|17.0640| 1.9532

    1.0851|19.2548|20.2863|18.0611| 2.2252

    2.4777|19.6005|21.1131|18.2862| 2.8269

    0.9618|16.9033|17.6447|16.0661| 1.5786

    1.0923|14.3133|14.6550|13.8155| 0.8394

    0.9213|19.4225|20.6301|18.2481| 2.3820

    1.1835|14.1792|14.5167|13.6857| 0.8310

    1.2445|16.2008|16.7861|15.4713| 1.3148

    1.0903|14.1694|14.4975|13.6847| 0.8128

    1.1121|14.8141|15.2126|14.2601| 0.9525

    1.2777|15.2220|15.6807|14.6086| 1.0721

    1.1362|13.7689|14.0688|13.3146| 0.7542

    1.2016|19.8116|21.1270|18.5729| 2.5541

    1.1548|15.3263|15.7944|14.7087| 1.0857

    1.1663|16.0869|16.6664|15.3777| 1.2887

    1.1674|12.4578|12.7626|11.9968| 0.7657

    1.1486|17.8750|18.7955|16.8860| 1.9095

    1.2764|17.4950|18.3691|16.5630| 1.8061

    1.0477|17.0267|17.8104|16.1626| 1.6479

    0.8240|19.8063|20.9839|18.5320| 2.4519

    1.0153|16.8755|17.6083|16.0398| 1.5686

    1.1818|14.5141|14.8764|13.9961| 0.8802

    0.3570|19.9065|20.9182|18.6445| 2.2738

    1.2220|12.8897|13.1931|12.4260| 0.7671

    1.1267|12.9205|13.2071|12.4774| 0.7297

    1.1107|15.5585|16.1445|14.8363| 1.3082

    0.5349|19.4471|20.5933|18.2551| 2.3382

    1.2151|15.6361|16.1419|14.9894| 1.1525

    0.8849|17.8228|18.7587|16.8269| 1.9318

    1.1170|12.9771|13.2778|12.5177| 0.7602

    0.6606|19.4998|20.5917|18.2226| 2.3691

    1.1460|16.9084|17.6604|16.0629| 1.5975

    1.0917|15.4670|15.9717|14.8139| 1.1578

    1.1865|10.5850|11.1846| 9.8789| 1.3057

    1.1439|18.4614|19.5279|17.3831| 2.1448

    1.0778|16.2059|16.7935|15.4837| 1.3098

    1.9261|19.8332|20.7779|18.6293| 2.1486

    0.5252|19.2476|20.3481|18.1810| 2.1671

    1.1663|12.6887|12.9666|12.2569| 0.7097

    0.9561|18.4524|19.6497|17.3312| 2.3186

    1.1634|17.6149|18.5423|16.6524| 1.8899

    1.0966|15.0351|15.4570|14.4551| 1.0018

    1.1195|13.7798|14.0910|13.3135| 0.7776

    1.3104|16.6083|17.2872|15.8063| 1.4810

    1.3080|19.6493|20.6523|18.4446| 2.2077

    1.1126|14.9321|15.3233|14.3835| 0.9397

    1.0275|19.0381|20.0615|17.8969| 2.1646

    1.1833|17.8801|18.9630|16.8318| 2.1312

    1.1376|13.3965|13.6855|12.9501| 0.7354

    1.1117|15.0372|15.4387|14.4743| 0.9644

    1.1491|17.5864|18.6422|16.5302| 2.1120

    1.1608|12.8954|13.1821|12.4517| 0.7304

    1.1694|17.3548|18.3036|16.3541| 1.9494

    1.3457|19.8730|21.0859|18.6253| 2.4606

    0.7318|19.7841|20.9532|18.5860| 2.3672

    1.0022|18.5454|19.7361|17.4065| 2.3296

    1.9578|19.8322|20.8840|18.5431| 2.3409

    1.1437|18.1326|19.1384|17.1199| 2.0185

    1.1380|13.1528|13.4448|12.7043| 0.7405

    1.6116|18.5615|19.6865|17.4952| 2.1913

    1.2048|19.8118|21.0475|18.5237| 2.5237

    1.3880|17.9694|19.0673|16.9100| 2.1573

    1.1141|15.3718|15.8414|14.7535| 1.0878

    1.2071|16.4027|17.0278|15.6436| 1.3843

    1.1114|13.6977|14.0484|13.1913| 0.8571

    1.1371|16.3240|16.9494|15.5774| 1.3720

    2.3820|19.8081|21.2397|18.4705| 2.7692

    1.5823|18.6206|19.7114|17.5435| 2.1679

    1.1258|15.6423|16.1511|14.9923| 1.1589

    1.0925|13.8071|14.1166|13.3435| 0.7732

    1.2127|18.5929|19.6196|17.5251| 2.0945

    0.7269|19.0436|20.2495|17.9154| 2.3341

    1.1672|16.6663|17.3598|15.8813| 1.4785

    0.8820|18.8232|20.0178|17.7272| 2.2906

