#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-12-27T06:15:24 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5c245d33af68	
#INFO	-out.form=mini	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-sort=_r
#-nav=cat:I/324&cat:I/337&cat:I/345&tab:{I/345/gaia2}&cat:I/347&cat:VI/137&cat:VI/145&cat:J/A+A/523/A48&cat:V/149&cat:IX/52&key:source=GAIA+DR2&HTTPPRM:&&-ref=VIZ5c245d33af68&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=dec&-c.r=  2&-c.geom=r&-out.orig=standard&-order=I&-out=RA_ICRS&-out=e_RA_ICRS&-out=DE_ICRS&-out=e_DE_ICRS&-out=Source&-out=Plx&-out=e_Plx&-out=pmRA&-out=e_pmRA&-out=pmDE&-out=e_pmDE&-out=Dup&-out=FG&-out=e_FG&-out=Gmag&-out=e_Gmag&-out=FBP&-out=e_FBP&-out=BPmag&-out=e_BPmag&-out=FRP&-out=e_FRP&-out=RPmag&-out=e_RPmag&-out=BP-RP&-out=RV&-out=e_RV&-out=Teff&-out=AG&-out=E(BP-RP)&-out=Rad&-out=Lum&-out=ID&-out=eRV&-out=s_RV&-out=Tbase&-out=JDm&-out=N&-out=VC&-ignore=VC=*&VC=VC&-out=Flag&-out=RVS&-out=e_RVS&-out=o_RVS&-out=2MASS&-out=Jmag&-out=e_Jmag&-out=Hmag&-out=e_Hmag&-out=Kmag&-out=e_Kmag&-out=Qflag&-out=Bmag&-out=Vmag&-out=SpType&-out=otype&-out=Simbad&Simbad=Simbad&-out=_RA.icrs&-out=_DE.icrs&-out=Instr&-out=JD&-out=Mask&-out=Idspec&-out=Allwise&-out=IERS&-out=LC&LC=LC&-out=TBest&-out=Pf&-out=P1O&-out=P2O&-out=P3O&-out=EpG&-out=EpBP&-out=EpRP&-out=AmpG&-out=AmpBP&-out=AmpRP&-out=[Fe/H]&-out=R21G&-out=R31G&-out=phi21G&-out=phi31G&-out=MBOL&-out=e_MBOL&-out=Flag&-out=BolCorr&-out=e_BolCorr&-out=Freq&-out=e_Freq&-out=Classifier&-out=BClass&-out=BClassScore&-out=Amp&-out=Nfov&-out=abbe&-out=Nvario&-out=Tvario&-out=Vvario&-out=NGmag&-out=TimeGmag&-out=DurGmag&-out=NBPmag&-out=TimeBPmag&-out=DurBPmag&-out=NRPmag&-out=TimeRPmag&-out=DurRPmag&-out=Ntrans&-out=TransitID&-out=TimeG&-out=TimeBP&-out=TimeRP&-out=VarGr&-out=VarBPr&-out=VarRPr&-out=ProtB&-out=AImax&-out=Gunsp&-out=BPunsp&-out=RPunsp&-out=Nseg&-out=Nout&-out=SProt&-out=FAPsPRot&-out=Scos&-out=Ssin&-out=Sa0&-out=SAI&-out=SGunsp&-out=SBPunsp&-out=SRPunsp&-out=STimeS&-out=STimeE&-out=ScolI&-out=ScolM&-out=Scor&-out=Ssigni&-out=TimeOutliers&-out=Nobs&-out=MPC&-out=Name&-out=astorb&astorb=astorb&-out=Slopeg&-out=Code&-out=Obs.arc&-out=Obs.num&-out=Obs.epoch&-out=Orb.m&-out=Omega&-out=Node&-out=Incl&-out=Eccen&-out=a&-out=Orb.Date&-out=CEU&-out=CEU.rate&-out=CEU.epoch&-out=Transit&-out=Obs.ID&-out=Epoch&-out=Res.RA&-out=Res.DE&-out=Res.AL&-out=Res.AC&-out=Select&-file=-c&-out.max=unlimited&-out.form=Tab-Separated-Values&-c.eq=J2000&-c.u=arcmin&
#-c.r=  2
#-c.geom=r
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=Plx
#-out=Gmag
#-out=BPmag
#-out=RPmag
#-out=BP-RP
#-out.max=unlimited
#-c.eq=J2000
#-c.u=arcsec
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag) (23)	[ucd=phot.mag;stat.mean;em.opt]
#Column	BPmag	(F7.4)	? Integrated BP mean magnitude (Vega) (phot_bp_mean_mag) (26)	[ucd=phot.mag;stat.mean;em.opt.B]
#Column	RPmag	(F7.4)	? Integrated RP mean magnitude (Vega) (phot_rp_mean_mag) (29)	[ucd=phot.mag;stat.mean;em.opt.R]
#Column	BP-RP	(F7.4)	? BP-RP colour (photBpMeanMag-photRMeanMag) (bp_rp)	[ucd=phot.color;em.opt.B;em.opt.R]
Plx|Gmag|BPmag|RPmag|BP-RP
    0.8622|19.7910|20.8949|18.7787| 2.1162

   -0.2179|19.8260|20.9392|18.7142| 2.2250

    0.6389|16.7546|17.2035|16.1627| 1.0409

    0.5371|18.8853|19.6807|17.9211| 1.7597

    0.5056|15.1965|15.5532|14.6766| 0.8766

    0.4878|16.3988|16.7849|15.8205| 0.9644

    0.5394|17.6199|18.2026|16.8998| 1.3028

    0.4609|17.5849|18.2692|16.7760| 1.4931

    0.4187|18.8004|19.6215|17.9102| 1.7113

    0.4745|14.8512|15.2227|14.3184| 0.9043

    0.5345|14.9644|15.2683|14.3769| 0.8913

    0.5393|19.3525|20.1574|18.3334| 1.8240

    0.5556|18.8989|19.8047|17.9663| 1.8384

    0.4764|15.3783|15.7302|14.8554| 0.8748

    0.5102|19.2306|20.1463|18.2621| 1.8843

    0.5140|14.8903|15.2598|14.3557| 0.9042

    0.4288|16.1244|16.5336|15.5489| 0.9847

    0.7467|18.5387|19.4280|17.6116| 1.8164

    0.5384|14.8804|15.3982|14.2223| 1.1759

    0.5076|14.7700|15.2739|14.1255| 1.1485

    0.5968|15.6862|16.0238|15.1488| 0.8750

    0.5909|14.6880|15.0729|14.1433| 0.9296

    0.5093|15.7195|16.0975|15.1814| 0.9161

    0.5385|15.6452|16.0037|15.1191| 0.8846

    0.6765|19.0778|19.9691|18.0815| 1.8876

    0.5153|13.2413|13.5273|12.7979| 0.7294

    0.4046|18.0179|18.6615|17.2342| 1.4273

    0.6033|19.5329|20.4343|18.5167| 1.9176

    0.5077|16.1278|16.5262|15.5862| 0.9400

    0.5190|14.4837|14.8524|13.9579| 0.8945

    0.4795|16.4643|16.9697|15.8136| 1.1562

    0.1618|19.5385|20.6273|18.5364| 2.0909

    0.5767|17.4088|17.9505|16.7489| 1.2017

    0.4914|16.1513|16.5964|15.5516| 1.0448

    0.5214|14.7632|15.1314|14.2328| 0.8986

    0.4882|18.0322|18.6830|17.2492| 1.4337

    0.5412|16.1823|16.5992|15.6152| 0.9840

    0.5257|18.0892|18.7485|17.3158| 1.4327

    0.4195|19.8331|20.8931|18.8182| 2.0749

    0.5083|15.7250|16.0964|15.1947| 0.9016

    0.5257|15.5469|15.9049|15.0360| 0.8689

    0.4265|16.5327|16.9640|15.9459| 1.0181

    0.5143|15.3355|15.7054|14.8029| 0.9025

    0.4632|18.9555|19.7818|18.0290| 1.7528

    0.5741|15.7145|16.0951|15.1811| 0.9140

    0.5095|17.7398|18.3616|17.0100| 1.3516

    0.5391|19.3200|20.2423|18.3751| 1.8672

    0.5483|15.1507|15.5279|14.6117| 0.9162

    0.4613|17.6551|18.3674|16.8493| 1.5181

    0.5363|15.4243|15.7794|14.9055| 0.8738

    0.4390|19.1039|20.3037|18.0825| 2.2212

    0.5417|14.8373|15.2094|14.3026| 0.9068

    0.5277|15.9356|16.3164|15.3999| 0.9165

    0.5667|18.0183|18.6365|17.2452| 1.3913

    0.5017|18.1562|18.9429|17.2584| 1.6845

    0.5271|15.1476|15.5025|14.6266| 0.8759

    0.5423|15.1464|15.5029|14.6255| 0.8773

    0.6154|16.8675|17.2378|16.1514| 1.0864

   -0.0771|19.7720|20.8135|18.6932| 2.1203

    0.5331|16.6059|17.1294|15.9370| 1.1924

    0.5142|15.2415|15.5837|14.7401| 0.8436

    0.8561|19.1984|20.1211|18.1321| 1.9890

    0.5169|14.1056|14.2265|13.8227| 0.4038

    0.3939|19.4290|20.3308|18.4499| 1.8809

    0.4858|14.7913|15.1412|14.2392| 0.9019
    0.8265|18.1011|

    0.4862|14.8654|15.2254|14.3261| 0.8993
    4.1616|19.3124|

    0.5970|19.8935|20.8444|18.8167| 2.0276

    0.5315|16.2371|16.6489|15.6820| 0.9669

    0.6972|18.7124|19.4837|17.7967| 1.6870

    0.5186|16.2269|16.6181|15.6720| 0.9461

    0.4182|17.9788|18.7458|17.1107| 1.6352

    0.7396|18.3162|19.0271|17.5095| 1.5176

    0.5283|14.7993|15.1630|14.2760| 0.8870

    0.5139|18.0714|18.6684|17.2886| 1.3798

    0.6834|19.5030|20.3933|18.5534| 1.8398

    0.4255|19.3676|20.6033|18.2867| 2.3166

    0.6066|18.5927|19.4267|17.6186| 1.8080

    0.5664|16.7957|17.2605|16.1957| 1.0649

    0.5584|14.9100|15.2681|14.3934| 0.8747

    0.4753|17.7480|18.3176|17.0218| 1.2958

    0.4847|18.0054|18.8876|17.0742| 1.8133

    0.4683|18.1933|18.9109|17.4098| 1.5011

    0.4905|16.0849|16.5038|15.5126| 0.9911

    0.5781|18.1911|18.7427|17.3484| 1.3942

    0.3727|18.1257|18.7922|17.3480| 1.4442

    0.5414|17.6605|18.2314|16.9601| 1.2713

    0.5345|19.5647|20.4863|18.5412| 1.9451

    0.4614|16.2688|16.6815|15.7061| 0.9754

    0.4858|15.4739|15.8208|14.9610| 0.8597

    0.7354|17.8183|18.4189|17.0754| 1.3435

    0.0821|18.9531|19.7967|18.0455| 1.7513

    0.5120|19.5196|20.5447|18.4574| 2.0873

    0.5155|14.8926|15.2502|14.3768| 0.8734

    0.5212|15.2456|15.6057|14.7250| 0.8807

    0.1803|19.5441|20.4483|18.5231| 1.9252

    0.5085|18.5008|19.2363|17.7307| 1.5056

    0.4200|18.6745|19.4965|17.8090| 1.6875

    0.4504|16.0404|16.4235|15.5003| 0.9232

    0.5247|18.5394|19.3138|17.5533| 1.7605

    0.4715|14.3578|14.6746|13.8831| 0.7915

    0.2879|18.4060|19.1636|17.5819| 1.5817

    0.5189|14.0634|14.3667|13.6024| 0.7643

    0.5790|15.0145|15.3798|14.4923| 0.8875

    0.4070|18.2076|18.9547|17.3852| 1.5696

    0.7382|19.1892|20.0420|18.2477| 1.7943

    0.5526|17.4835|18.0600|16.7952| 1.2648

    0.4798|15.6728|16.0361|15.1456| 0.8905

    0.5719|16.4550|16.8692|15.8825| 0.9867

    0.3243|19.4432|20.3549|18.4631| 1.8918

    0.5280|18.7346|19.6836|17.7737| 1.9099

    0.5855|16.8571|17.4183|16.1380| 1.2802

    0.0443|19.9173|20.9348|18.9430| 1.9918

    0.5531|15.3725|15.7216|14.8598| 0.8618

    0.7382|18.1156|18.7821|17.2867| 1.4954

    0.4972|15.0278|15.5620|14.3426| 1.2194

    0.5339|15.9859|16.3904|15.4155| 0.9750

    0.4881|15.1149|15.4742|14.5913| 0.8830

    0.5205|14.7736|15.1560|14.2335| 0.9225

    0.4953|16.0905|16.4914|15.5393| 0.9521

    0.5307|17.5486|18.2732|16.7201| 1.5531

    0.4464|14.5927|14.8405|14.1868| 0.6537

    0.4694|16.1558|16.5584|15.5935| 0.9649

    0.1173|19.1940|20.2490|18.1388| 2.1102

    0.5015|15.2455|15.5963|14.7324| 0.8638

    0.4862|17.6186|18.3215|16.8063| 1.5152

    0.5012|14.3938|14.9365|13.7174| 1.2191

    0.9480|19.1474|20.1914|18.1394| 2.0520

    0.5748|19.1674|20.0211|18.2113| 1.8097

    0.5401|14.0482|14.3218|13.6188| 0.7030

    0.7191|19.9115|20.9760|18.8182| 2.1578

    0.4801|17.2741|17.8260|16.6139| 1.2121

   -0.3599|19.1029|20.1662|17.9465| 2.2197

    0.5941|18.9626|19.9081|17.9535| 1.9546

    0.5282|18.6600|19.5067|17.7648| 1.7419

    0.3813|16.8849|17.3587|16.2800| 1.0787

    0.3458|17.4024|17.9275|16.7326| 1.1949

    0.4718|17.9870|18.6041|17.2326| 1.3715

    0.4970|14.1021|14.6561|13.4170| 1.2391

    0.4898|17.5200|18.0871|16.8104| 1.2766

    0.5233|14.7411|15.1332|14.1969| 0.9363

    0.4880|14.6398|15.1948|13.9511| 1.2437

    0.4851|16.7575|17.2016|16.1514| 1.0502

    0.4401|16.8987|17.3704|16.2870| 1.0833

    0.5466|15.0826|15.4344|14.5547| 0.8797

    0.5349|16.4666|16.8943|15.8960| 0.9983

    0.4679|16.7595|17.3012|16.0821| 1.2191

    0.5100|15.5653|15.9372|15.0387| 0.8985

    0.2846|18.5265|19.3019|17.6819| 1.6200

    0.5775|16.2434|16.6504|15.6923| 0.9581

    1.0761|19.4824|20.4086|18.4910| 1.9176

    0.5736|15.0448|15.3896|14.5372| 0.8524

    0.4874|14.7539|15.1605|14.1908| 0.9697

    0.3623|17.3093|17.9841|16.5290| 1.4551

    0.4978|15.5031|15.8585|14.9877| 0.8707

    0.5320|15.2750|15.5686|14.8176| 0.7510

    0.5452|16.2384|16.6451|15.6793| 0.9658

    0.5606|16.7978|17.2657|16.1867| 1.0790

    0.1569|19.2708|20.2135|18.2993| 1.9142

    0.5025|15.4508|15.8258|14.9169| 0.9090

    0.3218|17.9707|18.5515|17.2175| 1.3340

    0.4611|18.2494|18.9696|17.4175| 1.5521

    0.5503|15.6438|16.0237|15.1049| 0.9188

    0.5718|17.5133|18.0780|16.8391| 1.2390

    0.5365|16.5536|17.0111|15.9382| 1.0729

    0.5384|14.8006|15.2331|14.2186| 1.0145

    0.5437|17.0101|17.5126|16.3693| 1.1434

    0.3925|19.1888|19.9996|18.2617| 1.7379

    0.4895|15.5684|15.9304|15.0434| 0.8870

    0.4749|17.1366|17.7007|16.4166| 1.2841

    0.3733|18.6850|19.4986|17.8188| 1.6798

    0.5102|16.5130|17.0332|15.8531| 1.1801

    0.4254|17.4271|18.1179|16.6475| 1.4704

    0.4841|17.2878|17.8244|16.5952| 1.2292

    0.5773|15.7604|16.1590|15.2040| 0.9550

    0.4377|17.8812|18.5158|17.1375| 1.3784

    0.4068|17.0388|17.5281|16.4114| 1.1167

    0.5527|14.8697|15.2411|14.3360| 0.9051

    0.5044|19.2844|20.0751|18.2722| 1.8029

    0.4912|16.8056|17.2702|16.2062| 1.0640

    0.1599|18.3206|19.0285|17.5027| 1.5257

    0.5335|15.4463|15.8007|14.9334| 0.8674

    0.4661|15.9108|16.2812|15.3889| 0.8923

    0.5508|17.2550|17.8325|16.5413| 1.2913

    0.4912|15.1371|15.4982|14.6129| 0.8854

    0.5790|16.6247|17.0651|16.0421| 1.0230

    0.5459|15.9287|16.3043|15.3788| 0.9255

    0.6538|18.3678|19.3423|17.3832| 1.9591

    0.6852|18.2888|18.8648|17.4710| 1.3938

    0.6680|19.0393|19.8353|18.1204| 1.7148

    0.5498|17.5601|18.0758|16.8721| 1.2037

    0.5055|16.7942|17.2445|16.1815| 1.0630

    0.4793|13.3943|13.9040|12.7449| 1.1592

    0.4933|16.2805|16.6999|15.7053| 0.9947

    0.3925|17.3345|17.8859|16.6678| 1.2181

    0.5856|16.3799|16.7943|15.8197| 0.9746

    0.3418|18.4049|19.2811|17.4867| 1.7944

    0.4855|15.3945|15.7479|14.8814| 0.8665

    0.2194|18.8697|20.0296|17.8373| 2.1923

    0.4959|15.9355|16.3227|15.3929| 0.9298

    0.6232|17.7084|18.2994|16.9861| 1.3133

    0.3969|16.0825|16.4657|15.5451| 0.9206

    0.5219|15.6743|16.0431|15.1437| 0.8995

    0.4695|16.2121|16.6596|15.6053| 1.0543

    0.5524|16.6796|17.1387|16.0801| 1.0586

    0.4882|17.5311|18.0699|16.8325| 1.2374

    0.4054|15.1935|15.5506|14.6764| 0.8742

    0.4401|18.8667|19.5878|17.9478| 1.6399

    0.4576|17.1959|17.8770|16.3727| 1.5043

    0.3180|17.9480|18.5890|17.1917| 1.3973

    0.3135|19.4652|20.4147|18.5007| 1.9140

    0.4725|15.6376|16.0108|15.1019| 0.9089

    0.4054|19.5320|20.3598|18.5095| 1.8504

    0.3146|17.5381|18.0824|16.8347| 1.2478

    0.4767|14.8404|15.2943|14.2352| 1.0591

    0.3824|19.5180|20.6050|18.4326| 2.1724

    0.4691|17.0903|17.6210|16.3977| 1.2232

    0.2781|19.8149|20.7087|18.7839| 1.9248

    0.7169|18.6045|19.3026|17.7451| 1.5575

    0.5116|14.1942|14.7456|13.5103| 1.2353

    0.4903|19.1321|20.0390|18.1718| 1.8671

    0.2287|19.7167|20.5949|18.5928| 2.0021

    0.5591|15.7145|16.1228|15.1230| 0.9998

    0.5025|15.5835|15.9459|15.0603| 0.8856

    0.4719|14.9820|15.2857|14.4306| 0.8551

    0.5294|14.8655|15.2275|14.3479| 0.8796

    0.4169|17.0632|17.5729|16.4344| 1.1385

    0.3152|19.2708|20.0567|18.3162| 1.7405

    0.6318|19.7482|20.6532|18.6620| 1.9912

    0.5431|16.4071|16.8115|15.8480| 0.9634

    0.5438|14.8718|15.2306|14.3489| 0.8817

    0.5443|18.2840|18.6435|17.2258| 1.4177

    0.5132|14.8952|15.2525|14.3704| 0.8821

    0.4587|18.1416|19.0171|17.2478| 1.7693

